Epoch,Training_MSE,Validation_MSE
1,0.2849489073477825,0.2776591181755066
2,0.24832498868136396,0.2585034668445587
3,0.22930644500910846,0.24843740463256836
4,0.2206704870426969,0.25474342703819275
5,0.21658694168070625,0.24849200248718262
6,0.21304063122332648,0.24992352724075317
7,0.206576244073506,0.23951852321624756
8,0.20415036515908672,0.2418631762266159
9,0.20045830875695572,0.2326642870903015
10,0.20199268896868702,0.2426115870475769
11,0.19862550189565448,0.22854067385196686
12,0.19150272135625526,0.21348771452903748
13,0.19083474837302303,0.21675466001033783
14,0.19194029976210367,0.21346166729927063
15,0.1869471310582293,0.2081533521413803
16,0.18295724604024519,0.20342174172401428
17,0.1824963343830951,0.20494823157787323
18,0.18043843408537544,0.1978209912776947
19,0.17712173112262125,0.1949363499879837
20,0.17509409094761824,0.18916592001914978
